"Dataset","Network","Module","Mod_Def","Percent"
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.483_minSize15_merge_ME_0.85_42548","midnightblue","Seed",2.94117647058824
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.604_minSize15_merge_ME_0.85_17814","royalblue","Seed",2.94117647058824
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.445_minSize10_merge_ME_0.85_27357","royalblue","Seed",2.94117647058824
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.445_minSize12_merge_ME_0.85_27357","lightyellow","Seed",2.94117647058824
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.445_minSize15_merge_ME_0.85_27357","grey60","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","violet","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize15_merge_ME_0.85_42548","paleturquoise","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize20_merge_ME_0.85_42548","orange","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize12_merge_ME_0.85_42548","skyblue","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize15_merge_ME_0.85_42548","saddlebrown","Seed",2.94117647058824
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize20_merge_ME_0.85_42548","orange","Seed",2.94117647058824
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.515_minSize8_merge_ME_0.85_22011","salmon","Seed",2.85714285714286
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize10_merge_ME_0.85_17418","orange","Seed",2.85714285714286
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize12_merge_ME_0.85_17418","darkgreen","Seed",2.85714285714286
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize8_merge_ME_0.85_17418","darkorange","Seed",2.85714285714286
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.406_minSize12_merge_ME_0.85_43946","darkorange","Seed",2.85714285714286
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize10_merge_ME_0.85_42548","saddlebrown","Seed",2.77777777777778
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize12_merge_ME_0.85_42548","darkorange","Seed",2.77777777777778
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize15_merge_ME_0.85_42548","darkturquoise","Seed",2.77777777777778
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.513_minSize10_merge_ME_0.85_42548","lightgreen","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize10_merge_ME_0.85_20785","royalblue","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.403_minSize8_merge_ME_0.85_20785","darkred","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.429_minSize10_merge_ME_0.85_20785","lightcyan","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.429_minSize8_merge_ME_0.85_20785","grey60","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.461_minSize10_merge_ME_0.85_20785","lightyellow","Seed",2.77777777777778
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.461_minSize8_merge_ME_0.85_20785","lightgreen","Seed",2.77777777777778
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize10_merge_ME_0.85_42548","grey60","Seed",2.77777777777778
"TCGA GBM Agilent 01 (Gene Level) EXT OR BC D.2.1.1","Bicor-None_signum0.633_minSize8_merge_ME_0.85_17814","white","Seed",2.77777777777778
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.268_minSize15_merge_ME_0.85_18621","cyan","Seed",2.77777777777778
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.286_minSize15_merge_ME_0.85_18621","tan","Seed",2.77777777777778
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize20_merge_ME_0.85_42548","magenta","Seed",2.73972602739726
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.471_minSize8_merge_ME_0.85_22011","lightcyan","Seed",2.7027027027027
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize10_merge_ME_0.85_42548","orange","Seed",2.7027027027027
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_42548","darkgreen","Seed",2.7027027027027
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize12_merge_ME_0.85_42548","lightgreen","Seed",2.7027027027027
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.413_minSize15_merge_ME_0.85_42548","salmon","Seed",2.7027027027027
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize15_merge_ME_0.85_42548","steelblue","Seed",2.7027027027027
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","midnightblue","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize15_merge_ME_0.85_42548","lightcyan","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize20_merge_ME_0.85_42548","grey60","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize12_merge_ME_0.85_42548","salmon","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize15_merge_ME_0.85_42548","cyan","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize20_merge_ME_0.85_42548","cyan","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","purple","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize12_merge_ME_0.85_42548","purple","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize15_merge_ME_0.85_42548","purple","Seed",2.66666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize20_merge_ME_0.85_42548","greenyellow","Seed",2.66666666666667
"Yu 2016 GSE74187 EXT OR BC A.1.1.1","Bicor-None_signum0.488_minSize10_merge_ME_0.85_19000","orange","Seed",2.63157894736842
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.513_minSize20_merge_ME_0.85_42548","black","Seed",2.5974025974026
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.436_minSize12_merge_ME_0.85_42548","greenyellow","Seed",2.53164556962025
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize10_merge_ME_0.85_17418","lightyellow","Seed",2.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize8_merge_ME_0.85_17418","darkgrey","Seed",2.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize10_merge_ME_0.85_17418","lightcyan","Seed",2.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","darkgreen","Seed",2.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize10_merge_ME_0.85_17418","grey60","Seed",2.4390243902439
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize8_merge_ME_0.85_17418","darkgreen","Seed",2.4390243902439
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_54613","darkmagenta","Seed",2.4390243902439
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize12_merge_ME_0.85_54613","paleturquoise","Seed",2.4390243902439
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize10_merge_ME_0.85_27357","steelblue","Seed",2.4390243902439
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize8_merge_ME_0.85_27357","steelblue","Seed",2.4390243902439
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize10_merge_ME_0.85_27357","white","Seed",2.4390243902439
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize8_merge_ME_0.85_27357","skyblue","Seed",2.4390243902439
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.394_minSize10_merge_ME_0.85_42548","grey60","Seed",2.4390243902439
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.484_minSize12_merge_ME_0.85_22215","black","Seed",2.40963855421687
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.399_minSize20_merge_ME_0.85_42548","lightcyan","Seed",2.38095238095238
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize10_merge_ME_0.85_42548","darkred","Seed",2.38095238095238
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize8_merge_ME_0.85_42548","lightgreen","Seed",2.38095238095238
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.473_minSize8_merge_ME_0.85_42548","cyan","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.393_minSize12_merge_ME_0.85_42548","darkorange","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.393_minSize15_merge_ME_0.85_42548","darkred","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.417_minSize12_merge_ME_0.85_42548","darkgrey","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.417_minSize15_merge_ME_0.85_42548","lightgreen","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize12_merge_ME_0.85_42548","darkgreen","Seed",2.38095238095238
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.446_minSize15_merge_ME_0.85_42548","cyan","Seed",2.38095238095238
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize10_merge_ME_0.85_27357","saddlebrown","Seed",2.38095238095238
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize8_merge_ME_0.85_27357","saddlebrown","Seed",2.38095238095238
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.385_minSize10_merge_ME_0.85_27357","orange","Seed",2.38095238095238
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.445_minSize8_merge_ME_0.85_27357","royalblue","Seed",2.38095238095238
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.47_minSize20_merge_ME_0.85_42548","red","Seed",2.32558139534884
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize10_merge_ME_0.85_17418","royalblue","Seed",2.32558139534884
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize12_merge_ME_0.85_17418","lightgreen","Seed",2.32558139534884
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize15_merge_ME_0.85_17418","lightcyan","Seed",2.32558139534884
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize8_merge_ME_0.85_17418","darkturquoise","Seed",2.32558139534884
"Laffaire 2014 E-MTAB-951 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.541_minSize10_merge_ME_0.85_42548","cyan","Seed",2.32558139534884
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.448_minSize10_merge_ME_0.85_24685","lightyellow","Seed",2.32558139534884
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.448_minSize12_merge_ME_0.85_24685","midnightblue","Seed",2.32558139534884
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.448_minSize8_merge_ME_0.85_24685","darkred","Seed",2.32558139534884
"Tso 2006 GSE5107 EXT OR QN A.1.1.1","Bicor-None_signum0.41_minSize8_merge_ME_0.85_21860","lightgreen","Seed",2.32558139534884
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.373_minSize15_merge_ME_0.85_29421","lightyellow","Seed",2.29885057471264
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize15_merge_ME_0.85_42548","purple","Seed",2.27272727272727
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize20_merge_ME_0.85_54613","skyblue","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize10_merge_ME_0.85_42548","lightcyan","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_42548","grey60","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize15_merge_ME_0.85_42548","cyan","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize20_merge_ME_0.85_42548","midnightblue","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.359_minSize10_merge_ME_0.85_42548","cyan","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.359_minSize12_merge_ME_0.85_42548","grey60","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.359_minSize15_merge_ME_0.85_42548","salmon","Seed",2.27272727272727
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.359_minSize20_merge_ME_0.85_42548","greenyellow","Seed",2.27272727272727
"Hodges 2006 GSE3790 RDP Normal OR QN BC OR A.1.2.1.1.1","Bicor-None_signum0.39_minSize12_merge_ME_0.85_18621","yellow","Seed",2.27272727272727
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.436_minSize10_merge_ME_0.85_42548","tan","Seed",2.24719101123596
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize20_merge_ME_0.85_23987","darkorange","Seed",2.22222222222222
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize8_merge_ME_0.85_23987","darkmagenta","Seed",2.22222222222222
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.403_minSize8_merge_ME_0.85_23987","saddlebrown","Seed",2.22222222222222
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize10_merge_ME_0.85_24685","darkgreen","Seed",2.22222222222222
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize8_merge_ME_0.85_24685","darkturquoise","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_27357","saddlebrown","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize12_merge_ME_0.85_27357","skyblue","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.296_minSize15_merge_ME_0.85_27357","orange","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize10_merge_ME_0.85_27357","skyblue","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize12_merge_ME_0.85_27357","darkgrey","Seed",2.22222222222222
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.319_minSize15_merge_ME_0.85_27357","darkred","Seed",2.22222222222222
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.394_minSize10_merge_ME_0.85_42548","lightcyan","Seed",2.22222222222222
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize15_merge_ME_0.85_42548","greenyellow","Seed",2.1978021978022
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize12_merge_ME_0.85_17418","lightcyan","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize10_merge_ME_0.85_24685","darkred","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize12_merge_ME_0.85_24685","royalblue","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize15_merge_ME_0.85_24685","grey60","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize8_merge_ME_0.85_24685","darkgreen","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize10_merge_ME_0.85_24685","lightyellow","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize12_merge_ME_0.85_24685","midnightblue","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize15_merge_ME_0.85_24685","midnightblue","Seed",2.17391304347826
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize8_merge_ME_0.85_24685","royalblue","Seed",2.17391304347826
"TCGA LGG RNA-seq EXT OR QN BC A.1.1.1.1.1","Bicor-None_signum0.347_minSize12_merge_ME_0.85_27357","white","Seed",2.17391304347826
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","grey60","Seed",2.17391304347826
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.311_minSize12_merge_ME_0.85_42548","lightgreen","Seed",2.17391304347826
"Walsh 2015 GSE51062 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.332_minSize12_merge_ME_0.85_42548","lightcyan","Seed",2.17391304347826
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize15_merge_ME_0.85_42548","greenyellow","Seed",2.1505376344086
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize15_merge_ME_0.85_42548","tan","Seed",2.1505376344086
"Aubry 2015 E-MTAB-5092 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.62_minSize10_merge_ME_0.85_34582","steelblue","Seed",2.12765957446809
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.46_minSize20_merge_ME_0.85_42548","purple","Seed",2.12765957446809
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.519_minSize12_merge_ME_0.85_42548","salmon","Seed",2.12765957446809
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize10_merge_ME_0.85_54613","orange","Seed",2.12765957446809
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize12_merge_ME_0.85_54613","orange","Seed",2.12765957446809
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.525_minSize15_merge_ME_0.85_18621","turquoise","Seed",2.11267605633803
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize12_merge_ME_0.85_23987","grey60","Seed",2.08333333333333
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.422_minSize10_merge_ME_0.85_42548","darkgreen","Seed",2.08333333333333
"Grzmil 2011 GSE15824 RDP Tumor OR QN A.1.2.1","Bicor-None_signum0.46_minSize10_merge_ME_0.85_42548","grey60","Seed",2.08333333333333
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.353_minSize20_merge_ME_0.85_43960","greenyellow","Seed",2.08333333333333
"Kwon 2015 GSE62153 EXT QN OR BC A.1.1.1","Bicor-None_signum0.388_minSize20_merge_ME_0.85_43960","purple","Seed",2.08333333333333
"Lu 2012 E-MEXP-3239 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.394_minSize20_merge_ME_0.85_32968","grey60","Seed",2.08333333333333
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize12_merge_ME_0.85_42548","lightcyan","Seed",2.08333333333333
"Vital 2010 GSE43289 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.349_minSize15_merge_ME_0.85_42548","salmon","Seed",2.08333333333333
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize15_merge_ME_0.85_17418","midnightblue","Seed",2.04081632653061
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.503_minSize10_merge_ME_0.85_20785","tan","Seed",2.04081632653061
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.503_minSize12_merge_ME_0.85_20785","purple","Seed",2.04081632653061
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize10_merge_ME_0.85_42548","orange","Seed",2.04081632653061
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize12_merge_ME_0.85_42548","orange","Seed",2.04081632653061
"Gleize 2015 E-MTAB-2358 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.577_minSize10_merge_ME_0.85_42548","red","Seed",2.02020202020202
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.572_minSize10_merge_ME_0.85_54613","red","Seed",2.02020202020202
"GTEx V8 Brain RNA-seq EXT OR A.1.1.1","Bicor-None_signum0.806_minSize15_merge_ME_0.85_23433","blue","Seed",2.01342281879195
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize10_merge_ME_0.85_42548","tan","Seed",2
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize12_merge_ME_0.85_42548","greenyellow","Seed",2
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.391_minSize8_merge_ME_0.85_42548","greenyellow","Seed",2
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.619_minSize10_merge_ME_0.85_42548","red","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize10_merge_ME_0.85_24685","darkturquoise","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_24685","darkgrey","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize15_merge_ME_0.85_24685","royalblue","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize20_merge_ME_0.85_24685","midnightblue","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize10_merge_ME_0.85_24685","royalblue","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize12_merge_ME_0.85_24685","royalblue","Seed",2
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize15_merge_ME_0.85_24685","lightgreen","Seed",2
