"Dataset","Network","Mod_Def","SetID","Module","Min_Pval","SetName"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7118","cyan","0.000343129051653159","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7522","darkolivegreen","0.000996479186659785","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7526","palevioletred3","0.0033788273447101","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7527","coral1","0.000173234418161267","YANG_PFC_2021_VIP_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7528","darkseagreen4","0.000204892376708302","YANG_PFC_2021_PV_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7529","darkred","0.000399618826873342","YANG_PFC_2021_SST_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7530","tan","0.000420090323399778","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7531","tan","0.000136537714250222","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7532","tan","0.000302148326970803","YANG_PFC_2021_SV2C_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7551","tan","0.000435465023625341","YANG_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7597","darkred","0.000977660899920232","GRUBMAN_2019_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7604","darkolivegreen","0.000797892039245029","ABSINTA_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7679","brown","0.00028083244892365","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7680","black","0.00227514930583433","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7681","tan","0.00114137346954682","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7682","orangered4","0.000276514004250284","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7683","magenta","0.00112673572871632","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7684","darkseagreen4","0.000742823747112233","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7685","brown","0.000182888020709352","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7686","darkred","0.00111929921859924","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7687","orangered4","0.000128114801093928","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7688","cyan","0.00277376486255155","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7689","cyan","0.0013886911870207","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7690","tan","0.000100435306334992","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7691","darkorange","0.00143187214724675","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7692","cyan","0.00315752703197802","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7693","cyan","0.000987941860519555","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7694","coral1","0.0012616767743145","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7695","darkseagreen4","0.00311920712736933","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7696","coral1","0.0119424918796411","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7697","magenta","0.0173187647420191","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7698","magenta","0.00112673572871632","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7699","darkseagreen4","0.00365511096142953","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7700","darkseagreen4","0.00326822583213902","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7701","darkorange","0.00174025874582435","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7702","orangered4","0.00250438570671985","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7703","darkseagreen4","0.00170043461782858","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7704","darkseagreen4","0.00177419075004269","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7705","orangered4","0.000196498916397441","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7706","orangered4","0.00145407366728335","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7707","coral1","0.00020826751598468","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7708","lightgreen","0.000931382391655193","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7709","coral1","0.000222398953375378","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7710","orangered4","0.0013256694456522","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7711","darkred","0.00239881947351991","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7712","darkolivegreen","0.00336892343297119","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7713","coral1","0.000999237351271134","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7714","lightgreen","0.000523623707547161","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7715","coral2","0.000894939303379153","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7716","lightgreen","0.00218499628780303","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7717","darkorange","0.00232797276474025","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7718","cyan","0.000793121043270716","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7719","cyan","0.000104466609578888","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7720","darkseagreen4","0.000671401494686165","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7721","coral2","0.00711982960565355","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7722","coral2","0.000863221989214705","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7723","cyan","0.0140438483263289","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7724","cyan","0.000945831964870649","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7725","darkorange","0.0022613357649358","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7726","darkorange","0.000197018065130918","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7727","darkorange","0.0134979606423292","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7728","cyan","0.000169980318407689","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7729","lightpink4","0.000573873831615912","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7730","lightpink4","0.000702409627728445","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7753","darkseagreen4","0.000544828647935908","JAKEL_2019_NEURON3"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7754","yellow","0.000722406949226362","JAKEL_2019_NEURON4"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7755","darkred","0.000140262379899678","JAKEL_2019_NEURON5"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET8689","navajowhite2","0.0299436090901408","MONJE_UP_IN_GBM_FROM_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize12_merge_ME_0.85_26167","TOPMODPOSBC","MOSET8690","darkgreen","0.000656836895121428","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET6733","saddlebrown","0.00587347501135125","ZENG_HUMAN_INTERNEURON_MARKERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET6831","yellow","0.000798457738542618","Raju_18GW_INTERNEURONS_SEED"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET6832","midnightblue","0.000279903022269005","Raju_18GW_INTERNEURONS_BC"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7028","tan","0.000208653316748123","kelley_neuron"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7054","plum1","0.000280164901849675","kelley_neuron.2"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7118","steelblue","0.00182858928322729","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7522","steelblue","0.000210348130463063","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7526","steelblue","0.00823049143516433","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7527","plum1","0.000684465331846575","YANG_PFC_2021_VIP_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7528","lightgreen","0.000162129223561113","YANG_PFC_2021_PV_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7529","steelblue","0.000253090184376272","YANG_PFC_2021_SST_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7530","orangered4","0.000417937960480195","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7531","grey60","0.000277109858525856","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7532","steelblue","0.000103166557664356","YANG_PFC_2021_SV2C_INTERNEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7551","grey60","0.00267217614094951","YANG_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7597","grey60","0.00145030129627219","GRUBMAN_2019_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7604","grey60","0.00305233191250658","ABSINTA_2021_NEURON"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7679","yellow","0.000102340153727552","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7680","darkgreen","0.0174904405269217","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7681","steelblue","0.000638220996530713","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7682","lightgreen","0.00103057621941319","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7683","lightgreen","0.000554193501418424","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7684","grey60","0.00221403343179986","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7685","yellow","0.000113311184884274","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7686","tan","0.00269922595776368","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7687","orangered4","0.000253407760815336","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7688","lightgreen","0.000211561462525672","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7689","tan","0.000178465081071003","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7690","grey60","0.00024419461635481","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7691","darkgreen","0.000460849366387439","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7692","tan","0.00166212052823983","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSFDR","MOSET7693","tan","0.000551663883081285","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.442_minSize15_merge_ME_0.85_26167","TOPMODPOSBC","MOSET7694","plum1","0.00024600455919025","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
